Amount,Hour_of_Day,Distance_from_Home_KM,Merchant_Category,Transaction_Method,Card_Type,Recent_24h_Transactions,Risk_Score_V1,Risk_Score_V2,Is_Fraud
22.65,18.0,0.7,Electronics,Online POS,Visa,3,2.717,2.433,0
21.65,12.9,19.9,Grocery,Online POS,Visa,0,-0.731,0.598,0
75.04,10.2,11.5,Gas Station,In-Person Chip,Amex,3,0.006,0.397,0
79.81,15.9,28.1,Gas Station,Online POS,Discover,0,0.575,1.886,0
83.0,16.2,12.3,Electronics,In-Person Chip,Mastercard,1,-1.136,-0.802,0
21.08,10.9,3.3,Online Retail,Contactless Tap,Visa,0,-2.146,1.22,0
27.34,14.3,5.1,Grocery,Contactless Tap,Visa,2,0.083,-0.616,0
162.14,5.8,13.8,Gas Station,Online POS,Visa,2,-0.286,-0.898,0
35.82,19.5,4.8,Grocery,Online POS,Amex,2,0.68,-0.279,0
6.2,4.3,13.8,Gas Station,In-Person Chip,Visa,5,2.113,-0.652,0
71.11,19.5,27.0,Dining,In-Person Chip,Visa,1,0.798,-1.52,0
57.84,2.4,2.8,Online Retail,Online POS,Mastercard,1,1.016,-1.14,0
58.43,10.9,2.9,Online Retail,Online POS,Mastercard,3,0.424,1.563,0
15.93,15.6,17.8,Gas Station,In-Person Chip,Visa,0,-0.819,-1.374,0
26.61,11.6,13.7,Grocery,Online POS,Visa,0,-0.685,1.69,0
42.53,17.6,17.8,Online Retail,In-Person Chip,Mastercard,4,-0.588,-0.492,0
93.69,15.3,11.5,Gas Station,In-Person Chip,Mastercard,2,1.242,-0.239,0
9.68,13.7,19.7,Grocery,ATM Cash,Amex,3,0.163,0.039,0
50.54,16.6,3.0,Luxury Goods,Online POS,Mastercard,3,0.101,-1.697,0
45.58,18.5,5.1,Travel & Airlines,Contactless Tap,Mastercard,3,-1.013,-0.185,0
67.68,11.7,11.9,Dining,ATM Cash,Visa,3,0.635,2.05,0
144.2,10.3,6.3,Travel & Airlines,Contactless Tap,Amex,1,-0.35,1.612,0
36.08,19.4,8.3,Dining,In-Person Chip,Mastercard,1,-1.677,1.141,0
64.89,16.0,2.3,Online Retail,Online POS,Visa,3,0.703,1.827,0
190.76,16.7,0.3,Gas Station,ATM Cash,Amex,1,0.275,0.472,0
115.63,7.3,9.2,ATM Withdrawal,Online POS,Mastercard,3,1.027,0.625,0
55.32,3.8,16.6,Grocery,In-Person Chip,Visa,2,0.208,0.917,0
39.22,9.7,1.6,Grocery,In-Person Chip,Mastercard,2,-0.69,1.685,0
162.84,17.3,20.8,Grocery,Contactless Tap,Mastercard,2,0.637,2.513,0
31.38,14.2,0.9,Electronics,Contactless Tap,Discover,3,-0.335,0.111,0
14.92,19.9,4.9,Grocery,Online POS,Visa,3,-0.765,2.236,0
46.74,15.0,2.2,Dining,In-Person Chip,Visa,2,-0.492,0.996,0
12.78,16.3,6.2,Luxury Goods,In-Person Chip,Mastercard,1,1.173,0.059,0
327.52,12.0,6.1,Dining,Contactless Tap,Amex,2,1.327,1.663,0
36.47,20.6,7.4,Grocery,Contactless Tap,Mastercard,7,0.267,0.013,0
11.14,11.8,11.5,Grocery,Contactless Tap,Visa,2,-1.336,0.699,0
179.23,11.6,6.5,Grocery,Contactless Tap,Visa,4,0.985,0.324,0
21.99,3.7,9.5,Dining,In-Person Chip,Discover,1,0.2,-1.004,0
175.13,12.2,26.2,Gas Station,In-Person Chip,Mastercard,3,0.162,0.252,0
440.89,10.1,13.6,Grocery,Online POS,Mastercard,0,1.994,0.252,0
31.78,12.3,38.4,Grocery,Online POS,Visa,3,0.167,-0.129,0
571.93,15.3,31.4,Online Retail,In-Person Chip,Visa,2,-0.284,-0.901,0
53.72,15.7,3.7,Dining,Online POS,Mastercard,0,0.882,0.077,0
87.21,13.8,12.7,Dining,Online POS,Amex,1,-0.301,0.085,0
69.35,11.4,78.9,Online Retail,In-Person Chip,Visa,3,0.022,-1.818,0
39.8,23.3,1.1,Gas Station,In-Person Chip,Visa,1,1.217,-1.852,0
146.5,14.0,1.3,Grocery,Online POS,Visa,3,-1.913,-0.915,0
26.17,12.5,10.3,Dining,Online POS,Discover,1,-1.62,-0.53,0
83.74,12.3,51.8,Gas Station,In-Person Chip,Visa,1,3.637,-0.725,0
20.17,9.1,3.3,Online Retail,In-Person Chip,Amex,1,-1.53,-0.255,0
31.15,9.9,11.0,Travel & Airlines,Contactless Tap,Mastercard,1,0.898,1.996,0
128.14,16.5,13.0,Dining,In-Person Chip,Visa,3,0.137,-0.157,0
43.14,14.4,13.3,Online Retail,Online POS,Visa,2,2.398,-0.005,0
38.21,13.8,0.2,Grocery,Contactless Tap,Mastercard,1,-1.144,-1.754,0
48.1,10.7,22.3,Gas Station,Online POS,Mastercard,0,-2.394,-2.024,0
73.68,16.4,6.5,Online Retail,In-Person Chip,Visa,1,-1.107,-0.758,0
359.98,9.9,16.8,Online Retail,In-Person Chip,Mastercard,3,0.123,3.476,0
64.98,11.3,35.2,Online Retail,In-Person Chip,Mastercard,1,0.902,-0.624,0
65.76,10.5,29.9,Grocery,Contactless Tap,Visa,1,-0.225,0.103,0
14.03,16.5,8.1,Dining,Contactless Tap,Mastercard,0,-0.724,2.019,0
65.35,15.6,9.7,Dining,In-Person Chip,Visa,0,-0.986,1.499,0
131.64,14.8,0.2,Grocery,In-Person Chip,Visa,3,1.701,-0.855,0
140.67,10.6,2.6,ATM Withdrawal,Online POS,Visa,3,-0.119,-1.999,0
54.2,9.2,6.5,Grocery,Online POS,Mastercard,1,-0.552,0.059,0
49.04,7.3,13.6,Online Retail,In-Person Chip,Visa,0,0.602,-0.375,0
45.72,10.1,4.4,Online Retail,Contactless Tap,Visa,0,0.814,-0.966,0
53.77,13.9,2.4,Dining,In-Person Chip,Mastercard,0,-0.376,-0.388,0
48.96,21.6,5.0,Travel & Airlines,Online POS,Visa,3,-1.518,1.105,0
71.38,14.3,34.5,Grocery,ATM Cash,Visa,3,-1.017,0.463,0
155.18,9.9,1.3,Electronics,ATM Cash,Mastercard,1,1.958,-1.793,0
137.14,8.9,30.8,Grocery,Online POS,Mastercard,2,-1.385,-0.858,0
21.44,19.0,0.5,Luxury Goods,Contactless Tap,Amex,2,-2.156,-0.537,0
7.97,17.1,1.2,Gas Station,In-Person Chip,Discover,1,0.418,-0.51,0
26.08,7.9,6.8,Electronics,In-Person Chip,Amex,3,-0.381,-1.811,0
43.16,4.2,0.3,Gas Station,Contactless Tap,Mastercard,2,-0.001,-0.067,0
32.8,4.3,2.0,Dining,Online POS,Amex,2,-0.32,-0.941,0
87.28,12.1,1.3,Online Retail,ATM Cash,Visa,2,-1.824,0.181,0
86.44,13.4,0.4,Gas Station,In-Person Chip,Discover,0,-1.515,-0.752,0
65.49,12.7,0.3,Online Retail,In-Person Chip,Visa,2,-0.693,-0.389,0
38.58,11.4,20.3,Grocery,Contactless Tap,Visa,1,2.193,0.4,0
5.63,17.3,33.7,Grocery,Contactless Tap,Mastercard,1,-1.398,1.036,0
2.86,19.9,9.1,Dining,Contactless Tap,Visa,4,-1.517,-1.176,0
22.71,11.6,8.3,Grocery,Online POS,Visa,1,-1.184,0.487,0
7.82,17.2,10.5,Gas Station,Online POS,Visa,1,1.153,-2.529,0
46.17,16.2,3.3,Grocery,ATM Cash,Mastercard,2,-1.318,0.361,0
34.86,19.3,10.6,Online Retail,ATM Cash,Visa,1,-0.122,-0.944,0
19.22,0.2,9.5,Dining,Online POS,Mastercard,1,0.12,-1.681,0
37.48,20.0,403.0,Online Retail,Online POS,Visa,8,-1.67,2.337,1
71.62,14.6,6.4,Online Retail,ATM Cash,Visa,3,-2.649,-0.302,0
16.05,13.0,12.0,Grocery,In-Person Chip,Visa,4,-0.435,0.793,0
73.94,9.7,22.9,Online Retail,Online POS,Mastercard,3,0.143,-0.566,0
345.73,11.4,19.5,Grocery,Online POS,Amex,5,-2.027,-0.192,0
407.32,15.4,14.3,Online Retail,Online POS,Mastercard,0,-0.573,0.866,0
129.04,17.4,22.9,Grocery,Contactless Tap,Amex,1,1.062,0.379,0
124.47,10.4,32.5,Gas Station,In-Person Chip,Mastercard,2,-1.321,-0.463,0
66.41,21.6,5.7,Online Retail,Online POS,Amex,2,0.459,-1.633,0
23.87,15.5,3.1,Grocery,In-Person Chip,Mastercard,1,-0.974,1.023,0
47.64,13.0,1.7,Grocery,In-Person Chip,Visa,1,0.013,0.745,0
18.13,2.8,2.2,Grocery,In-Person Chip,Visa,1,-1.963,2.609,0
19.17,11.0,4.3,Dining,Online POS,Mastercard,1,2.076,-0.294,0
112.86,19.1,5.7,Dining,In-Person Chip,Visa,4,0.347,0.915,0
28.14,11.3,27.1,Dining,In-Person Chip,Mastercard,0,-0.539,-1.191,0
13.14,12.7,20.4,Grocery,Online POS,Mastercard,1,0.387,0.332,0
160.69,14.5,12.7,Online Retail,Online POS,Discover,1,-0.182,2.358,0
26.07,10.2,12.9,Dining,Contactless Tap,Mastercard,1,-0.131,-0.29,0
45.27,8.7,0.8,ATM Withdrawal,Online POS,Mastercard,0,-1.7,0.131,0
116.98,16.0,47.1,Dining,Contactless Tap,Discover,2,0.082,-0.81,0
27.92,11.3,2.6,Dining,In-Person Chip,Visa,2,0.143,-0.715,0
9.54,8.5,24.7,ATM Withdrawal,In-Person Chip,Mastercard,3,-0.249,0.376,0
79.56,16.6,3.4,Grocery,Online POS,Visa,0,0.644,2.035,0
71.04,17.2,7.8,Online Retail,In-Person Chip,Mastercard,2,-2.347,-0.74,0
46.43,14.8,24.3,Grocery,Online POS,Visa,3,1.111,-1.374,0
237.78,8.8,25.9,Dining,Contactless Tap,Mastercard,2,-1.241,1.621,0
92.67,9.2,1.9,Online Retail,Contactless Tap,Visa,1,-0.887,0.535,0
179.83,17.0,24.8,Dining,Contactless Tap,Amex,1,-1.12,0.818,0
12.87,18.1,29.4,Grocery,In-Person Chip,Visa,3,3.424,-0.799,0
27.8,7.3,1.9,Dining,ATM Cash,Discover,1,-0.766,1.742,0
30.83,6.7,3.3,Grocery,Online POS,Visa,1,-1.16,1.33,0
31.69,10.5,14.0,Online Retail,Contactless Tap,Mastercard,0,-0.004,0.312,0
83.63,18.3,5.1,Online Retail,In-Person Chip,Visa,2,-0.039,-0.683,0
51.28,15.4,8.9,Dining,In-Person Chip,Visa,1,-2.423,-3.286,0
8.15,8.9,8.6,Online Retail,Contactless Tap,Visa,2,0.664,-0.818,0
36.67,4.0,14.5,Grocery,In-Person Chip,Amex,1,0.249,-0.769,0
6.88,19.0,2.6,ATM Withdrawal,In-Person Chip,Mastercard,1,0.084,-0.259,0
66.13,8.0,21.6,Dining,Contactless Tap,Visa,2,2.214,1.308,0
36.79,16.3,3.4,Dining,In-Person Chip,Visa,0,1.16,0.899,0
78.63,8.2,2.1,Dining,ATM Cash,Visa,2,2.413,0.055,0
198.88,17.8,20.1,Electronics,In-Person Chip,Amex,3,-0.2,0.199,0
29.35,10.9,15.9,Online Retail,Online POS,Mastercard,2,0.623,0.696,0
9.51,11.3,2.3,Grocery,Online POS,Discover,0,-0.152,1.307,0
47.7,13.5,12.2,Online Retail,Online POS,Discover,5,2.429,1.658,0
82.3,14.8,27.3,Dining,In-Person Chip,Visa,1,1.266,1.317,0
48.77,11.2,2.0,Electronics,In-Person Chip,Amex,1,-0.65,0.666,0
6.41,14.5,0.2,Dining,Contactless Tap,Mastercard,2,-0.096,-1.55,0
22.55,3.1,19.0,Electronics,In-Person Chip,Discover,3,0.538,2.151,0
10.99,18.1,13.7,Electronics,In-Person Chip,Discover,3,-0.399,1.658,0
23.78,10.3,1.1,Dining,Contactless Tap,Visa,5,2.884,-1.719,0
26.93,13.6,1.9,Luxury Goods,Online POS,Mastercard,1,-0.089,-0.426,0
16.64,13.7,2.0,Grocery,ATM Cash,Mastercard,2,-1.58,0.838,0
58.02,17.7,0.2,Travel & Airlines,In-Person Chip,Visa,2,2.156,1.145,0
11.94,14.4,40.0,Online Retail,Contactless Tap,Mastercard,2,-0.505,0.805,0
15.48,9.8,4.1,Dining,Online POS,Mastercard,2,0.717,-1.494,0
54.79,12.3,10.5,Grocery,Contactless Tap,Visa,1,1.479,1.54,0
80.52,11.1,2.6,Gas Station,Contactless Tap,Mastercard,1,-0.606,0.572,0
10.51,9.6,22.9,Grocery,Contactless Tap,Visa,2,0.233,0.016,0
70.15,7.4,0.4,Dining,Contactless Tap,Visa,1,-0.15,-1.366,0
57.8,14.7,1.6,Gas Station,Contactless Tap,Visa,1,-1.16,2.141,0
39.09,13.4,2.2,Grocery,In-Person Chip,Mastercard,2,0.963,0.532,0
125.06,2.2,10.7,Online Retail,Contactless Tap,Visa,3,-1.705,0.855,0
67.6,20.1,1.1,Dining,In-Person Chip,Visa,1,-0.064,-1.375,0
54.86,22.8,2.2,Online Retail,In-Person Chip,Discover,0,0.038,-1.181,0
38.73,8.0,10.7,Online Retail,In-Person Chip,Mastercard,2,-0.484,0.558,0
49.96,7.5,7.5,Online Retail,Online POS,Mastercard,2,0.904,2.38,0
159.95,7.5,4.7,Dining,In-Person Chip,Visa,1,0.628,0.704,0
205.0,22.4,8.9,Grocery,In-Person Chip,Amex,2,-1.311,1.664,0
28.44,17.7,1.9,Grocery,In-Person Chip,Amex,4,0.887,-1.183,0
99.29,11.7,49.8,Dining,Online POS,Mastercard,2,-1.243,1.479,0
19.45,15.3,23.7,Online Retail,Contactless Tap,Visa,0,1.87,-1.104,0
121.78,16.8,3.2,Luxury Goods,In-Person Chip,Amex,1,-1.398,-1.901,0
238.0,12.4,14.2,Online Retail,ATM Cash,Visa,0,-0.524,-1.69,0
219.9,11.7,8.9,Dining,In-Person Chip,Visa,2,-1.406,-1.159,0
36.3,12.8,5.5,Dining,Contactless Tap,Visa,3,1.419,-0.914,0
84.39,13.4,10.4,Grocery,In-Person Chip,Mastercard,2,-0.86,0.1,0
3.16,6.9,12.5,Grocery,In-Person Chip,Visa,5,-0.128,-1.304,0
66.21,15.6,23.6,Online Retail,ATM Cash,Mastercard,1,0.486,-1.167,0
4.88,17.4,10.5,Online Retail,In-Person Chip,Visa,2,0.015,0.445,0
50.6,17.9,11.8,Online Retail,Contactless Tap,Visa,2,2.503,-1.307,0
19.18,14.6,7.5,Online Retail,In-Person Chip,Visa,4,-1.031,1.152,0
60.94,14.8,1.0,Dining,Online POS,Amex,1,-0.751,1.977,0
52.29,15.2,2.9,Online Retail,In-Person Chip,Mastercard,1,0.771,1.733,0
64.55,22.7,4.5,Grocery,In-Person Chip,Visa,1,-1.134,0.442,0
58.32,12.1,31.6,Online Retail,Contactless Tap,Visa,2,-3.175,-0.198,0
42.16,17.3,11.1,Dining,Contactless Tap,Amex,2,2.036,-1.291,0
121.18,23.2,17.0,Travel & Airlines,In-Person Chip,Mastercard,2,0.908,-1.36,0
12.13,8.4,3.4,Online Retail,In-Person Chip,Visa,1,0.145,-0.258,0
73.77,18.5,0.1,Online Retail,Contactless Tap,Amex,0,0.802,-1.97,0
29.13,15.6,10.2,Dining,Online POS,Amex,2,-1.169,-0.654,0
15.59,19.0,2.4,Travel & Airlines,Online POS,Amex,5,-0.669,-0.912,0
41.99,13.5,77.1,Online Retail,Online POS,Visa,2,-1.308,2.781,0
32.62,18.4,6.2,Dining,Online POS,Visa,1,1.791,0.909,0
162.09,17.0,141.4,Luxury Goods,Online POS,Amex,6,-0.891,-0.179,1
210.59,16.3,3.6,Gas Station,Online POS,Visa,1,0.444,0.005,0
10.41,12.7,3.2,Grocery,Online POS,Amex,2,0.332,-0.863,0
69.13,6.2,10.9,Gas Station,In-Person Chip,Mastercard,3,-1.237,-0.557,0
29.48,11.0,5.2,Dining,In-Person Chip,Mastercard,0,-0.864,0.911,0
102.67,18.9,2.9,Dining,In-Person Chip,Mastercard,2,3.038,0.443,0
24.47,14.0,17.8,Grocery,In-Person Chip,Visa,2,1.49,1.071,0
24.83,21.5,37.0,Grocery,Online POS,Visa,1,-0.285,2.007,0
36.09,18.5,3.5,Gas Station,Online POS,Amex,1,1.339,0.245,0
34.08,11.7,7.5,Gas Station,In-Person Chip,Visa,2,2.322,1.101,0
102.23,8.9,5.8,Online Retail,In-Person Chip,Mastercard,4,-1.0,-2.183,0
84.24,5.2,1.9,Electronics,In-Person Chip,Visa,1,0.296,1.526,0
257.48,12.9,45.4,Online Retail,Online POS,Mastercard,2,0.164,-0.317,0
4.26,8.9,10.1,Online Retail,Contactless Tap,Visa,2,-1.461,-0.659,0
142.57,11.2,3.4,Grocery,In-Person Chip,Visa,2,-1.538,0.233,0
41.84,15.2,0.7,Luxury Goods,In-Person Chip,Amex,3,-0.951,0.214,0
106.57,10.6,6.4,Online Retail,In-Person Chip,Visa,3,-0.003,0.066,0
43.72,8.9,7.7,Online Retail,In-Person Chip,Visa,3,-0.864,0.13,0
165.86,12.5,1.6,Dining,In-Person Chip,Visa,2,0.035,0.124,0
17.25,16.9,17.3,Grocery,Contactless Tap,Mastercard,0,-0.389,-0.868,0
16.79,13.1,7.3,Grocery,In-Person Chip,Mastercard,2,1.057,1.019,0
44.16,21.3,2.7,Grocery,In-Person Chip,Visa,3,1.017,0.353,0
129.04,16.9,10.5,Online Retail,In-Person Chip,Visa,1,1.633,-1.419,0
16.74,18.9,13.5,Grocery,Contactless Tap,Visa,1,0.38,1.157,0
120.83,10.7,2.8,Travel & Airlines,In-Person Chip,Amex,1,-0.172,0.516,0
349.85,17.4,5.2,Grocery,In-Person Chip,Mastercard,0,0.27,-1.996,0
6.3,10.0,0.4,Travel & Airlines,Online POS,Mastercard,2,-2.285,2.596,1
122.38,19.2,8.0,Gas Station,In-Person Chip,Amex,0,0.406,-2.019,0
96.93,14.3,23.3,Dining,Online POS,Mastercard,3,0.753,0.136,0
27.01,9.1,10.7,Gas Station,In-Person Chip,Discover,0,1.977,-0.177,0
48.02,16.3,46.3,Gas Station,In-Person Chip,Visa,0,0.165,1.446,0
42.34,14.0,0.7,Gas Station,Contactless Tap,Visa,1,-1.678,2.967,0
93.05,14.8,29.2,Online Retail,Online POS,Mastercard,1,1.425,-1.036,0
171.55,17.6,2.7,Online Retail,In-Person Chip,Visa,1,-0.794,0.067,0
27.18,11.7,2.6,Dining,ATM Cash,Mastercard,2,-0.827,-2.352,0
44.37,15.2,26.6,ATM Withdrawal,Online POS,Visa,0,0.295,-0.377,0
48.64,9.2,7.4,Dining,ATM Cash,Amex,2,-0.569,-0.22,0
161.67,18.2,2.8,Grocery,In-Person Chip,Mastercard,1,-1.575,-1.502,0
43.42,9.4,13.5,Online Retail,Contactless Tap,Discover,5,0.374,0.314,0
34.59,16.6,22.2,Gas Station,In-Person Chip,Visa,1,0.246,-0.315,0
90.6,12.3,0.4,Grocery,In-Person Chip,Visa,4,-2.034,-0.035,0
13.73,19.0,8.0,Online Retail,In-Person Chip,Mastercard,2,-0.291,0.34,0
21.07,9.6,11.0,Dining,Contactless Tap,Visa,4,0.928,-0.693,0
11.95,10.9,15.3,Gas Station,Contactless Tap,Amex,1,-1.17,1.098,0
116.25,13.0,13.6,ATM Withdrawal,In-Person Chip,Discover,3,0.486,1.475,0
103.43,12.6,11.0,Grocery,In-Person Chip,Visa,3,-0.311,0.87,0
64.04,12.7,0.6,Dining,Contactless Tap,Visa,1,-1.11,0.606,0
62.54,14.8,25.1,Grocery,Contactless Tap,Visa,1,3.431,0.698,0
11.34,5.7,13.8,Grocery,Online POS,Mastercard,1,-2.301,-1.204,0
60.81,17.5,17.5,Dining,In-Person Chip,Mastercard,1,0.308,-1.667,0
108.29,7.7,0.6,Grocery,In-Person Chip,Amex,1,0.7,-0.047,0
137.13,13.0,1.3,Grocery,Contactless Tap,Visa,0,0.822,1.477,0
125.14,18.0,13.3,Grocery,Contactless Tap,Mastercard,6,-0.838,-0.184,0
389.76,9.0,21.5,Luxury Goods,Online POS,Visa,6,-0.509,0.791,1
60.93,16.7,2.3,Dining,In-Person Chip,Visa,1,-0.463,1.808,0
95.39,18.6,5.3,Grocery,Online POS,Visa,0,0.812,-0.23,0
13.17,22.0,37.4,Luxury Goods,Online POS,Mastercard,6,-1.624,0.936,1
5.57,15.0,463.8,Grocery,Online POS,Amex,5,-3.653,4.02,1
32.59,7.7,8.9,Luxury Goods,Contactless Tap,Visa,1,0.72,0.645,0
16.88,15.4,1.4,Dining,In-Person Chip,Amex,3,0.21,0.75,0
14.66,8.7,9.4,Gas Station,Online POS,Visa,2,-1.761,-2.254,0
8.64,19.3,5.3,Dining,Online POS,Visa,3,-0.339,-1.078,0
57.97,16.4,7.8,Grocery,Online POS,Mastercard,3,1.955,1.009,0
60.89,16.4,18.4,Grocery,Contactless Tap,Visa,4,-0.163,-0.11,0
20.86,17.7,0.5,Dining,Contactless Tap,Mastercard,2,0.185,0.629,0
44.17,14.5,12.8,Grocery,Online POS,Mastercard,2,0.881,1.127,0
97.77,15.6,38.5,Online Retail,In-Person Chip,Visa,3,-1.153,0.304,0
16.67,7.8,0.5,Dining,Online POS,Visa,2,-0.299,0.641,0
179.81,16.4,0.5,Gas Station,Online POS,Visa,2,1.188,-0.409,0
60.05,19.0,125.9,Dining,Online POS,Mastercard,6,-1.298,3.644,1
24.11,23.3,8.4,Online Retail,In-Person Chip,Visa,4,-0.121,-4.426,0
46.96,21.6,4.5,Online Retail,Online POS,Visa,2,-2.185,-1.127,0
46.14,18.2,14.1,Gas Station,Online POS,Mastercard,0,-0.175,-1.776,0
53.62,16.5,1.4,Online Retail,In-Person Chip,Visa,2,1.948,-1.085,0
16.74,18.1,3.0,Online Retail,In-Person Chip,Visa,1,0.004,-0.391,0
369.18,13.2,15.1,Electronics,In-Person Chip,Visa,4,0.37,-0.762,0
32.04,3.7,4.7,Dining,In-Person Chip,Mastercard,0,2.154,0.676,0
3.35,7.2,0.6,Electronics,Contactless Tap,Mastercard,4,0.32,0.63,0
37.42,13.2,23.3,Grocery,In-Person Chip,Discover,5,0.264,1.058,0
103.73,15.9,2.0,Gas Station,In-Person Chip,Amex,3,-0.272,-1.505,0
17.02,10.5,36.1,Grocery,In-Person Chip,Visa,3,0.174,-0.127,0
128.74,16.8,11.9,Electronics,In-Person Chip,Visa,2,-0.872,2.456,0
35.75,22.4,6.9,Dining,In-Person Chip,Amex,3,1.005,-1.366,0
224.14,13.7,4.7,Gas Station,Online POS,Visa,1,1.244,0.442,0
57.82,16.3,7.4,Grocery,Online POS,Mastercard,1,1.018,-1.836,0
77.7,18.3,30.2,Gas Station,Online POS,Mastercard,1,2.372,-0.232,0
1260.69,1.0,91.5,Online Retail,Online POS,Amex,4,-1.84,1.599,1
44.89,12.8,11.4,ATM Withdrawal,Online POS,Mastercard,0,0.51,1.796,0
43.33,14.5,32.7,Online Retail,Contactless Tap,Mastercard,3,1.417,-1.927,0
41.69,12.6,3.2,Dining,In-Person Chip,Amex,1,2.959,2.036,0
73.46,13.7,17.2,Online Retail,Online POS,Visa,2,0.474,1.344,0
164.74,9.7,29.7,Electronics,In-Person Chip,Visa,4,-1.459,-0.336,0
188.97,15.1,22.1,Grocery,Contactless Tap,Discover,2,-0.941,0.26,0
36.11,1.8,1.9,Electronics,In-Person Chip,Visa,2,1.488,0.056,0
13.96,15.1,31.7,Online Retail,In-Person Chip,Visa,2,1.458,1.997,0
33.06,13.4,9.8,Online Retail,Contactless Tap,Visa,2,0.286,-2.218,0
32.67,13.5,10.3,Grocery,Online POS,Visa,0,-0.86,-1.433,0
53.27,14.4,11.4,Grocery,Online POS,Mastercard,2,-0.681,-0.552,0
15.88,7.5,1.2,Dining,Online POS,Visa,0,0.923,0.381,0
141.73,19.5,4.0,Online Retail,Online POS,Mastercard,3,-0.847,1.147,0
45.24,4.4,1.6,Travel & Airlines,In-Person Chip,Visa,2,0.979,-0.605,0
11.63,17.9,2.4,Dining,Online POS,Discover,1,-0.383,-1.75,0
784.63,17.8,3.1,Luxury Goods,ATM Cash,Discover,3,0.268,-1.625,0
5.76,10.2,14.6,Online Retail,In-Person Chip,Visa,3,-1.626,1.517,0
29.45,12.9,12.7,Online Retail,In-Person Chip,Visa,0,-1.032,-0.853,0
47.87,17.8,0.7,Online Retail,In-Person Chip,Visa,3,0.451,0.311,0
38.85,15.3,9.7,Grocery,In-Person Chip,Visa,4,-2.6,-0.512,0
11.34,14.1,3.1,Dining,Online POS,Visa,2,-0.748,-0.106,0
25.73,2.3,9.2,Grocery,Contactless Tap,Visa,0,-0.531,0.796,0
106.78,14.4,3.7,Travel & Airlines,Contactless Tap,Mastercard,3,-0.252,-0.101,0
67.33,7.3,1.2,Dining,In-Person Chip,Mastercard,1,-0.325,-1.267,0
31.02,16.3,0.3,Dining,Online POS,Mastercard,1,0.173,-1.252,0
389.55,0.9,3.2,Gas Station,Contactless Tap,Amex,2,0.628,-0.287,0
9.67,18.1,5.9,Grocery,In-Person Chip,Mastercard,2,-1.822,0.137,0
47.43,21.2,6.4,Travel & Airlines,Contactless Tap,Visa,3,-1.208,0.101,0
81.79,16.2,7.1,Online Retail,Online POS,Mastercard,3,-0.276,-0.908,0
39.17,8.7,5.5,Gas Station,In-Person Chip,Mastercard,3,-1.296,0.193,0
72.17,11.5,7.4,Grocery,Contactless Tap,Visa,2,-0.496,2.254,0
183.98,21.0,14.2,Online Retail,In-Person Chip,Mastercard,1,-1.424,-1.884,0
31.25,14.8,14.5,Grocery,In-Person Chip,Visa,2,-0.042,-1.415,0
31.94,17.5,3.8,ATM Withdrawal,In-Person Chip,Discover,3,-1.382,-2.112,0
38.01,16.8,34.5,Grocery,Contactless Tap,Visa,2,-1.939,0.574,0
33.75,10.2,36.0,Grocery,In-Person Chip,Visa,2,0.618,0.701,0
4.89,19.1,7.0,Online Retail,In-Person Chip,Visa,1,1.663,0.07,0
198.32,17.9,16.5,Dining,Online POS,Visa,3,0.176,-1.372,0
40.74,13.6,11.9,Travel & Airlines,Online POS,Mastercard,3,1.698,0.617,0
64.16,7.2,8.0,Grocery,In-Person Chip,Visa,2,0.61,-1.404,0
39.15,8.1,6.4,Online Retail,Online POS,Mastercard,3,-1.956,1.194,0
12.64,14.8,7.7,Dining,Online POS,Amex,1,1.65,-1.255,0
36.73,17.7,1.5,Gas Station,In-Person Chip,Mastercard,0,0.255,1.74,0
45.31,17.5,16.6,Grocery,Contactless Tap,Visa,2,1.332,-0.576,0
101.55,18.8,25.7,Online Retail,In-Person Chip,Mastercard,3,-1.084,-1.106,0
43.84,16.7,6.3,Grocery,Contactless Tap,Mastercard,1,-0.22,-0.98,0
12.84,11.5,9.7,Electronics,In-Person Chip,Mastercard,1,-2.489,-0.352,0
110.83,16.2,3.0,Grocery,Online POS,Mastercard,2,0.25,-1.09,0
15.37,4.9,11.1,Online Retail,In-Person Chip,Visa,0,-0.171,1.257,0
11.79,10.5,8.7,Grocery,Online POS,Amex,1,-1.003,0.781,0
50.5,16.7,0.7,Gas Station,In-Person Chip,Visa,2,-0.727,0.225,0
135.19,2.0,6.1,Grocery,In-Person Chip,Visa,4,-1.881,0.832,0
74.49,21.1,13.6,Online Retail,In-Person Chip,Mastercard,2,0.241,-1.542,0
21.93,18.8,8.0,Grocery,In-Person Chip,Amex,2,0.18,0.492,0
5.68,13.8,22.1,Gas Station,In-Person Chip,Amex,2,0.725,0.384,0
58.94,18.3,4.6,Gas Station,Contactless Tap,Visa,2,2.606,1.114,0
88.41,9.7,0.2,Grocery,Online POS,Mastercard,1,0.465,-1.85,0
31.11,16.4,2.9,Gas Station,In-Person Chip,Mastercard,2,-2.369,-1.952,0
263.83,18.8,18.9,Gas Station,Contactless Tap,Amex,1,-0.579,0.778,0
25.8,10.3,8.7,Travel & Airlines,ATM Cash,Amex,0,1.016,-1.004,0
169.78,19.0,440.8,Travel & Airlines,ATM Cash,Visa,5,-1.68,-0.402,1
67.02,10.8,7.0,Dining,In-Person Chip,Amex,3,-0.352,0.232,0
